location,size,total_sqft,bath,price,BHK,price_per_sqft
Begur Road,3 Bedroom,1200.0,3.0,50.0,3.0,4166.666666666667
Chikkabanavar,5 Bedroom,2400.0,4.0,97.0,5.0,4041.6666666666665
Whitefield,4 Bedroom,3940.0,5.0,265.0,4.0,6725.888324873096
Thanisandra,3 BHK,1241.0,2.0,65.0,3.0,5237.711522965351
7th Phase JP Nagar,3 BHK,2980.0,4.0,260.0,3.0,8724.832214765102
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2.0,5229.357798165138
Koramangala,2 BHK,1350.0,2.0,103.0,2.0,7629.62962962963
other,2 BHK,800.0,2.0,55.0,2.0,6875.0
Sarjapur  Road,3 BHK,1787.0,3.0,116.0,3.0,6491.326245103525
BTM Layout,3 BHK,2400.0,3.0,220.0,3.0,9166.666666666666
Haralur Road,4 BHK,3700.0,4.0,325.0,4.0,8783.783783783783
Sarjapur  Road,3 BHK,1691.0,3.0,93.01,3.0,5500.295683027794
Chikka Tirupathi,3 Bedroom,2325.0,3.0,95.0,3.0,4086.021505376344
Akshaya Nagar,3 BHK,1896.0,3.0,102.0,3.0,5379.7468354430375
Banashankari Stage V,3 BHK,1540.0,3.0,48.51,3.0,3150.0
other,2 BHK,1244.0,2.0,95.0,2.0,7636.655948553054
Hormavu,3 BHK,1365.0,2.0,65.0,3.0,4761.9047619047615
Thanisandra,1 BHK,580.0,1.0,27.5,1.0,4741.379310344828
Hebbal,3 BHK,1355.0,3.0,83.87,3.0,6189.667896678967
8th Phase JP Nagar,2 BHK,1513.0,2.0,62.0,2.0,4097.818902842036
Banashankari,2 BHK,1175.0,2.0,41.13,2.0,3500.4255319148942
Thanisandra,3 BHK,2087.0,4.0,139.0,3.0,6660.277910876856
Talaghattapura,3 BHK,2273.0,3.0,145.0,3.0,6379.234491860977
Thanisandra,3 BHK,2050.0,3.0,150.0,3.0,7317.073170731707
other,2 Bedroom,1200.0,2.0,75.0,2.0,6250.0
Marathahalli,2 BHK,1019.0,2.0,49.86,2.0,4893.032384690873
Thigalarapalya,3 BHK,1830.0,3.0,133.0,3.0,7267.75956284153
Channasandra,7 Bedroom,4278.0,7.0,299.0,7.0,6989.247311827957
Sarjapur  Road,2 BHK,1028.0,2.0,56.0,2.0,5447.470817120623
Old Madras Road,2 BHK,1300.0,2.0,100.0,2.0,7692.307692307692
Whitefield,2 BHK,1160.0,2.0,67.0,2.0,5775.862068965517
Mahadevpura,3 BHK,1505.0,3.0,78.0,3.0,5182.724252491695
Kogilu,2 BHK,1250.0,2.0,55.55,2.0,4444.0
Sarjapur,2 BHK,1175.0,2.0,41.68,2.0,3547.234042553192
other,2 BHK,1100.0,2.0,57.6,2.0,5236.363636363636
other,3 BHK,2159.0,3.0,120.0,3.0,5558.12876331635
other,1 Bedroom,1200.0,1.0,48.0,1.0,4000.0
other,2 BHK,1340.0,2.0,71.0,2.0,5298.507462686567
Banashankari,3 BHK,1750.0,2.0,89.0,3.0,5085.714285714285
Banashankari Stage II,2 BHK,1400.0,2.0,100.0,2.0,7142.857142857143
Hulimavu,2 BHK,1276.0,2.0,76.0,2.0,5956.112852664577
Electronic City,2 BHK,1128.0,2.0,65.45,2.0,5802.304964539007
other,2 BHK,1450.0,2.0,90.0,2.0,6206.896551724138
Kudlu,2 BHK,1084.0,2.0,53.0,2.0,4889.29889298893
Hosur Road,2 BHK,1250.0,2.0,65.0,2.0,5200.0
Seegehalli,3 Bedroom,2400.0,4.0,240.0,3.0,10000.0
Begur,3 BHK,1304.0,3.0,65.0,3.0,4984.662576687117
7th Phase JP Nagar,2 BHK,980.0,2.0,77.44,2.0,7902.040816326531
Banjara Layout,3 Bedroom,2500.0,4.0,140.0,3.0,5600.0
other,4 Bedroom,3600.0,4.0,225.0,4.0,6250.0
Anekal,3 Bedroom,2400.0,4.0,95.0,3.0,3958.3333333333335
Bannerghatta Road,2 BHK,1340.0,2.0,85.0,2.0,6343.2835820895525
Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3.0,6818.181818181818
Kengeri,2 BHK,750.0,2.0,40.0,2.0,5333.333333333333
Akshaya Nagar,2 BHK,1300.0,2.0,66.0,2.0,5076.923076923077
HRBR Layout,2 BHK,1301.0,2.0,120.0,2.0,9223.674096848576
Kanakpura Road,2 BHK,1299.0,2.0,105.0,2.0,8083.140877598153
other,2 BHK,925.0,2.0,55.0,2.0,5945.945945945946
other,3 Bedroom,3900.0,3.0,250.0,3.0,6410.25641025641
Uttarahalli,2 BHK,1107.0,2.0,45.0,2.0,4065.040650406504
other,3 BHK,1715.0,3.0,95.0,3.0,5539.35860058309
Uttarahalli,2 BHK,1200.0,2.0,55.0,2.0,4583.333333333333
other,2 BHK,703.0,2.0,60.0,2.0,8534.850640113798
Talaghattapura,2 BHK,921.0,2.0,29.47,2.0,3199.782844733985
Marathahalli,2 BHK,1144.0,2.0,65.0,2.0,5681.818181818182
Kanakpura Road,1 BHK,525.0,1.0,26.01,1.0,4954.285714285715
Balagere,1 BHK,661.0,1.0,33.0,1.0,4992.435703479577
Yelahanka,3 BHK,1705.0,3.0,91.0,3.0,5337.243401759531
Marathahalli,2 BHK,1240.0,2.0,55.0,2.0,4435.4838709677415
Garudachar Palya,3 BHK,1325.0,2.0,60.8,3.0,4588.679245283019
Sarjapur  Road,4 BHK,3005.0,5.0,275.0,4.0,9151.414309484191
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0,3700.724054706356
Banashankari Stage III,3 BHK,1500.0,2.0,100.0,3.0,6666.666666666667
Cox Town,2 BHK,1073.0,2.0,72.0,2.0,6710.158434296365
Kudlu,2 BHK,1300.0,2.0,56.0,2.0,4307.692307692308
Hormavu,2 BHK,1196.0,2.0,44.8,2.0,3745.819397993311
Kudlu,2 BHK,1027.0,2.0,44.0,2.0,4284.323271665044
Mico Layout,2 BHK,1171.0,2.0,39.0,2.0,3330.486763450043
Kothannur,3 BHK,1215.0,2.0,48.6,3.0,4000.0
other,1 Bedroom,600.0,1.0,20.0,1.0,3333.333333333333
Whitefield,2 BHK,1180.0,2.0,77.0,2.0,6525.423728813559
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2.0,2888.793103448276
other,4 Bedroom,4382.0,4.0,400.0,4.0,9128.251939753538
Whitefield,3 BHK,2140.0,3.0,139.0,3.0,6495.327102803738
Yeshwanthpur,3 BHK,1500.0,3.0,100.0,3.0,6666.666666666667
Banaswadi,2 BHK,1008.0,2.0,52.0,2.0,5158.730158730159
Ambedkar Nagar,3 BHK,1921.0,4.0,129.0,3.0,6715.252472670484
other,3 BHK,1030.0,2.0,77.25,3.0,7500.0
Whitefield,2 BHK,1314.0,2.0,84.0,2.0,6392.6940639269405
Shivaji Nagar,2 BHK,703.0,2.0,49.5,2.0,7041.251778093883
other,3 BHK,1254.0,2.0,70.0,3.0,5582.13716108453
Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3.0,5588.235294117647
Jalahalli,2 BHK,1478.0,2.0,125.0,2.0,8457.374830852503
Horamavu Agara,3 BHK,1623.0,3.0,89.0,3.0,5483.672211953173
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0,3700.724054706356
Gottigere,3 BHK,1613.0,3.0,72.0,3.0,4463.732176069436
other,2 BHK,1293.0,2.0,80.0,2.0,6187.161639597834
Hoskote,2 BHK,1065.0,2.0,28.5,2.0,2676.056338028169
Kudlu Gate,2 BHK,940.0,2.0,69.57,2.0,7401.063829787233
Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3.0,5503.81033022862
Marathahalli,1 BHK,1100.0,2.0,75.0,1.0,6818.181818181818
Subramanyapura,3 BHK,1260.0,2.0,75.0,3.0,5952.380952380952
other,2 Bedroom,1000.0,2.0,66.0,2.0,6600.0
HSR Layout,2 BHK,1140.0,2.0,46.0,2.0,4035.0877192982457
other,3 BHK,1864.0,3.0,115.0,3.0,6169.527896995708
Attibele,3 Bedroom,1200.0,3.0,105.0,3.0,8750.0
Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2.0,4761.9047619047615
Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3.0,5913.660555884092
Kengeri,1 BHK,600.0,1.0,35.0,1.0,5833.333333333333
other,4 Bedroom,2400.0,4.0,150.0,4.0,6250.0
Abbigere,2 BHK,795.0,1.0,32.6,2.0,4100.62893081761
Kalyan nagar,3 BHK,2285.0,4.0,165.0,3.0,7221.006564551422
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0,3700.724054706356
Hennur,3 BHK,1345.0,2.0,69.0,3.0,5130.111524163569
Electronic City,3 BHK,1360.0,2.0,58.0,3.0,4264.705882352941
Sarjapur  Road,2 BHK,1026.0,2.0,60.55,2.0,5901.559454191033
Uttarahalli,3 BHK,1460.0,3.0,76.0,3.0,5205.479452054795
other,3 BHK,1525.0,2.0,91.48,3.0,5998.688524590164
Ananth Nagar,2 BHK,1000.0,2.0,25.0,2.0,2500.0
other,2 BHK,975.0,2.0,60.0,2.0,6153.846153846154
Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3.0,4093.0232558139537
Panathur,2 BHK,1210.0,2.0,77.93,2.0,6440.495867768595
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2.0,5551.0204081632655
Jakkur,2 BHK,1290.0,2.0,80.04,2.0,6204.651162790698
other,1 Bedroom,1500.0,2.0,85.0,1.0,5666.666666666667
Kaggadasapura,2 BHK,1361.0,2.0,79.0,2.0,5804.555473916238
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2.0,6097.5609756097565
other,4 Bedroom,5000.0,5.0,300.0,4.0,6000.0
Rajaji Nagar,2 BHK,1222.0,2.0,98.0,2.0,8019.639934533551
Hebbal,2 BHK,1420.0,2.0,99.39,2.0,6999.295774647887
Bellandur,3 BHK,1846.0,3.0,135.0,3.0,7313.109425785482
Ananth Nagar,2 BHK,902.0,2.0,25.0,2.0,2771.6186252771618
Kundalahalli,2 BHK,1260.0,2.0,58.0,2.0,4603.174603174603
Jigani,2 BHK,939.0,2.0,39.0,2.0,4153.35463258786
Jalahalli,1 Bedroom,600.0,1.0,37.0,1.0,6166.666666666667
8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2.0,4545.454545454545
Marathahalli,3 BHK,1710.0,3.0,135.0,3.0,7894.736842105263
Subramanyapura,2 BHK,1000.0,2.0,45.0,2.0,4500.0
other,2 BHK,1100.0,2.0,68.0,2.0,6181.818181818182
Jalahalli,1 BHK,615.0,1.0,46.0,1.0,7479.674796747968
Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2.0,6296.2962962962965
Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4.0,6500.0
Hegde Nagar,3 BHK,1718.0,3.0,130.0,3.0,7566.938300349243
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3.0,6666.666666666667
Hulimavu,2 Bedroom,1500.0,2.0,90.0,2.0,6000.0
Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3.0,6222.990492653414
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2.0,4325.699745547074
Hulimavu,2 BHK,1315.0,2.0,60.48,2.0,4599.239543726236
Banashankari,3 BHK,1800.0,3.0,175.0,3.0,9722.222222222224
Jalahalli East,2 BHK,1010.0,2.0,52.0,2.0,5148.514851485149
Electronic City,1 BHK,630.0,1.0,46.0,1.0,7301.587301587301
Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2.0,5853.658536585366
Hennur Road,2 BHK,1195.0,2.0,59.0,2.0,4937.238493723849
Whitefield,2 BHK,1012.0,2.0,58.0,2.0,5731.225296442688
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3.0,6263.2696390658175
Sarjapura - Attibele Road,2 BHK,1090.0,2.0,37.0,2.0,3394.4954128440368
Kathriguppe,3 BHK,1300.0,3.0,77.99,3.0,5999.230769230769
other,4 BHK,2950.0,4.0,250.0,4.0,8474.57627118644
Uttarahalli,3 BHK,1500.0,3.0,68.0,3.0,4533.333333333333
Dommasandra,2 BHK,674.0,1.0,19.9,2.0,2952.522255192878
other,3 BHK,1464.0,2.0,115.0,3.0,7855.191256830601
other,3 BHK,1385.0,3.0,90.0,3.0,6498.194945848375
CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2.0,4807.692307692308
Haralur Road,3 BHK,1817.0,3.0,110.0,3.0,6053.935057787562
Amruthahalli,2 BHK,1340.0,2.0,75.0,2.0,5597.014925373134
Kalena Agrahara,2 BHK,980.0,2.0,35.0,2.0,3571.428571428572
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2.0,4373.75745526839
Thanisandra,2 BHK,1098.0,2.0,71.0,2.0,6466.302367941712
Mico Layout,2 BHK,1200.0,2.0,53.5,2.0,4458.333333333333
Thigalarapalya,4 BHK,4190.0,4.0,325.0,4.0,7756.563245823389
Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2.0,6084.396467124632
Anekal,3 Bedroom,1733.5,3.0,120.0,3.0,6922.411306605134
other,2 BHK,1415.0,2.0,120.0,2.0,8480.565371024735
other,3 BHK,1537.0,3.0,81.0,3.0,5270.006506180872
Domlur,2 BHK,1246.0,2.0,95.0,2.0,7624.398073836276
Electronic City Phase II,2 BHK,972.0,2.0,40.0,2.0,4115.22633744856
Electronic City,1 BHK,630.0,1.0,33.7,1.0,5349.20634920635
Ramamurthy Nagar,4 Bedroom,1900.0,4.0,185.0,4.0,9736.842105263158
Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3.0,5819.672131147541
Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3.0,7305.669199298656
CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2.0,6824.712643678161
Haralur Road,2 BHK,1225.0,2.0,77.0,2.0,6285.714285714285
Sarjapur  Road,4 BHK,3418.0,3.0,235.0,4.0,6875.365710942071
Green Glen Layout,3 BHK,1750.0,3.0,120.0,3.0,6857.142857142857
Subramanyapura,3 BHK,1260.0,2.0,80.0,3.0,6349.206349206349
Sarjapur  Road,1 BHK,691.0,1.0,31.1,1.0,4500.723589001447
Haralur Road,2 BHK,1285.0,2.0,78.0,2.0,6070.038910505837
Hebbal,3 BHK,1590.0,3.0,96.0,3.0,6037.735849056604
Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5.0,7857.142857142857
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2.0,4590.566037735849
Hennur,2 BHK,1255.0,2.0,58.0,2.0,4621.513944223108
other,3 Bedroom,2400.0,2.0,185.0,3.0,7708.333333333333
Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3.0,5328.9473684210525
Ardendale,3 BHK,1777.26,3.0,89.0,3.0,5007.7084950991975
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2.0,4280.890253261704
Kodichikkanahalli,2 BHK,1680.0,2.0,59.0,2.0,3511.904761904762
Yelahanka,3 BHK,1835.0,3.0,108.0,3.0,5885.558583106267
Haralur Road,2 BHK,1225.0,2.0,67.48,2.0,5508.571428571428
Balagere,1 BHK,656.0,1.0,34.77,1.0,5300.304878048782
other,2 BHK,1025.0,2.0,65.0,2.0,6341.463414634146
Marathahalli,2 BHK,1156.0,2.0,52.0,2.0,4498.269896193771
JP Nagar,2 BHK,1250.0,2.0,60.0,2.0,4800.0
Kundalahalli,4 Bedroom,3092.0,4.0,230.0,4.0,7438.551099611902
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3.0,6321.243523316062
other,2 BHK,1020.0,2.0,70.0,2.0,6862.745098039216
Kumaraswami Layout,3 BHK,1310.0,2.0,70.0,3.0,5343.511450381679
Jalahalli,1 BHK,612.5,1.0,27.565,1.0,4500.408163265306
Kothanur,2 BHK,1160.0,2.0,57.0,2.0,4913.793103448276
5th Block Hbr Layout,2 BHK,1100.0,2.0,48.0,2.0,4363.636363636364
Lakshminarayana Pura,3 BHK,1720.0,3.0,150.0,3.0,8720.93023255814
Hosur Road,3 BHK,1689.0,3.0,103.0,3.0,6098.283007696862
Chikkalasandra,2 BHK,1090.0,2.0,47.42,2.0,4350.45871559633
KR Puram,2 BHK,2000.0,2.0,75.0,2.0,3750.0
other,2 BHK,1155.0,2.0,69.0,2.0,5974.025974025974
Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6.0,5750.0
JP Nagar,2 BHK,1125.0,2.0,39.98,2.0,3553.7777777777774
Yelahanka,3 BHK,1847.0,3.0,92.0,3.0,4981.050351922036
Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8.0,6521.739130434783
Bellandur,2 BHK,1049.0,2.0,51.0,2.0,4861.773117254528
Amruthahalli,3 BHK,2650.0,4.0,175.0,3.0,6603.773584905661
Varthur Road,2 BHK,850.0,2.0,25.4,2.0,2988.235294117647
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3.0,6243.213897937025
Jakkur,2 BHK,1282.0,2.0,72.0,2.0,5616.224648985959
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2.0,5000.0
Magadi Road,3 BHK,1318.0,2.0,68.0,3.0,5159.332321699545
Kanakpura Road,2 BHK,1698.0,2.0,105.0,2.0,6183.745583038869
other,3 BHK,2030.0,2.0,182.0,3.0,8965.51724137931
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3.0,7708.665603402445
Yelahanka,3 BHK,1890.0,3.0,109.0,3.0,5767.195767195767
Old Madras Road,2 BHK,935.0,2.0,32.0,2.0,3422.4598930481284
Cox Town,2 BHK,1000.0,2.0,58.0,2.0,5800.0
Singasandra,3 BHK,1510.0,3.0,75.0,3.0,4966.887417218543
Uttarahalli,2 BHK,1120.0,2.0,50.0,2.0,4464.285714285715
Ananth Nagar,2 BHK,930.0,2.0,25.99,2.0,2794.6236559139784
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2.0,3389.711064129669
Talaghattapura,2 BHK,1175.0,2.0,62.0,2.0,5276.595744680851
Anjanapura,2 BHK,1076.0,2.0,30.13,2.0,2800.185873605948
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3.0,6530.61224489796
Hebbal,2 BHK,1072.0,2.0,45.0,2.0,4197.761194029851
Panathur,2 BHK,1230.0,2.0,80.0,2.0,6504.065040650406
Murugeshpalya,3 BHK,1600.0,2.0,65.0,3.0,4062.5
Thanisandra,3 BHK,1411.0,3.0,93.25,3.0,6608.788093550674
Rayasandra,5 BHK,3600.0,5.0,145.0,5.0,4027.777777777778
Haralur Road,2 BHK,1225.0,2.0,69.84,2.0,5701.224489795918
Hebbal,2 BHK,1162.0,2.0,69.0,2.0,5938.037865748709
Thanisandra,3 BHK,1262.0,2.0,65.0,3.0,5150.5546751188585
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2.0,2888.793103448276
Channasandra,3 Bedroom,1500.0,3.0,61.95,3.0,4130.0
other,3 BHK,1610.0,3.0,85.0,3.0,5279.503105590062
Sarjapur  Road,3 BHK,2275.0,4.0,182.0,3.0,8000.0
other,2 Bedroom,1500.0,2.0,145.0,2.0,9666.666666666666
Hosa Road,2 BHK,1170.0,2.0,65.0,2.0,5555.555555555556
Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3.0,5040.758959943781
Kaggadasapura,2 BHK,1106.0,2.0,40.0,2.0,3616.636528028933
Kereguddadahalli,2 BHK,1105.0,2.0,27.6,2.0,2497.737556561086
Babusapalaya,2 BHK,1061.0,2.0,38.95,2.0,3671.065032987748
Domlur,3 BHK,2100.0,3.0,145.0,3.0,6904.761904761905
Indira Nagar,2 BHK,1260.0,2.0,120.0,2.0,9523.809523809525
ITPL,2 BHK,907.0,2.0,55.43,2.0,6111.35611907387
other,4 BHK,2597.0,4.0,189.0,4.0,7277.628032345014
Bellandur,2 BHK,1211.0,2.0,63.0,2.0,5202.312138728324
Hennur Road,3 BHK,1904.0,3.0,129.0,3.0,6775.210084033613
other,2 BHK,1410.0,2.0,73.0,2.0,5177.304964539007
Hennur,2 BHK,1420.0,2.0,62.0,2.0,4366.197183098591
Panathur,2 BHK,1125.0,2.0,45.0,2.0,4000.0
Hulimavu,2 BHK,1021.0,2.0,76.0,2.0,7443.682664054848
Ananth Nagar,2 BHK,1074.0,2.0,26.85,2.0,2500.0
Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2.0,3927.986906710311
Hennur Road,3 BHK,1981.0,3.0,134.0,3.0,6764.260474507824
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2.0,4986.400725294651
other,2 BHK,1201.0,2.0,65.0,2.0,5412.156536219817
Sarjapur,2 BHK,920.0,2.0,33.0,2.0,3586.9565217391305
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3.0,5914.826498422713
other,1 BHK,660.0,1.0,30.0,1.0,4545.454545454545
Harlur,3 BHK,1755.0,3.0,115.0,3.0,6552.706552706552
Hoskote,2 BHK,945.0,2.0,35.0,2.0,3703.703703703704
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1.0,6600.0
Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4.0,8578.43137254902
Domlur,2 BHK,1276.0,2.0,80.0,2.0,6269.592476489028
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2.0,6355.932203389831
ISRO Layout,3 BHK,1370.0,2.0,87.0,3.0,6350.36496350365
Electronic City,3 Bedroom,1400.0,3.0,90.0,3.0,6428.571428571428
Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2.0,3677.058353317346
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2.0,5005.94353640416
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2.0,2888.0733944954127
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3.0,7708.665603402445
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2.0,4521.739130434783
other,2 BHK,950.0,2.0,65.0,2.0,6842.105263157895
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2.0,4920.0
Hoodi,3 BHK,1660.0,3.0,131.0,3.0,7891.566265060241
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2.0,4850.088183421517
Hebbal,2 BHK,1100.0,2.0,60.0,2.0,5454.545454545455
other,3 Bedroom,980.0,3.0,80.0,3.0,8163.265306122449
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1.0,7092.198581560284
Anandapura,2 BHK,1200.0,2.0,50.0,2.0,4166.666666666667
Talaghattapura,3 BHK,1804.0,3.0,127.0,3.0,7039.911308203991
Malleshwaram,4 BHK,2800.0,4.0,252.0,4.0,9000.0
Battarahalli,2 BHK,1090.0,2.0,38.37,2.0,3520.183486238532
Electronic City,3 BHK,1287.0,3.0,55.0,3.0,4273.504273504273
Hormavu,2 BHK,1263.0,2.0,47.36,2.0,3749.802058590657
Whitefield,3 BHK,1431.0,3.0,85.0,3.0,5939.902166317261
Dommasandra,2 BHK,999.0,2.0,32.9,2.0,3293.293293293293
Marathahalli,4 BHK,2524.0,5.0,180.0,4.0,7131.537242472266
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3.0,7159.904534606205
Ananth Nagar,1 BHK,500.0,1.0,14.0,1.0,2800.0
other,2 BHK,1265.0,2.0,68.0,2.0,5375.494071146245
Kudlu Gate,2 BHK,1215.0,2.0,44.96,2.0,3700.411522633745
Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2.0,8181.818181818182
1st Phase JP Nagar,3 BHK,2077.0,3.0,175.0,3.0,8425.613866153106
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4.0,7326.388888888889
Dasanapura,2 BHK,708.0,2.0,31.15,2.0,4399.717514124294
Basavangudi,2 BHK,1200.0,2.0,120.0,2.0,10000.0
Hosakerehalli,2 BHK,925.0,2.0,46.25,2.0,5000.0
Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3.0,5237.0842179759375
Kanakpura Road,1 BHK,458.0,1.0,33.66,1.0,7349.344978165938
Amruthahalli,3 BHK,1450.0,2.0,90.0,3.0,6206.896551724138
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2.0,5909.090909090909
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2.0,4641.350210970464
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2.0,5833.333333333333
other,1 BHK,660.0,1.0,35.0,1.0,5303.030303030303
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3.0,6302.083333333333
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2.0,5669.709543568464
Haralur Road,2 BHK,1200.0,2.0,46.0,2.0,3833.3333333333335
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3.0,5137.227304714989
Whitefield,1 BHK,524.0,1.0,29.0,1.0,5534.351145038168
HSR Layout,5 Bedroom,4200.0,5.0,245.0,5.0,5833.333333333333
Whitefield,4 BHK,2830.0,4.0,161.0,4.0,5689.04593639576
other,2 BHK,1140.0,2.0,60.0,2.0,5263.1578947368425
5th Block Hbr Layout,5 Bedroom,3600.0,5.0,130.0,5.0,3611.1111111111113
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3.0,5058.823529411765
Dasarahalli,2 BHK,1333.0,2.0,86.65,2.0,6500.375093773443
Electronic City,2 BHK,1258.0,2.0,85.5,2.0,6796.502384737679
other,3 BHK,1458.0,2.0,87.0,3.0,5967.078189300411
Electronic City,2 BHK,1386.0,2.0,85.0,2.0,6132.7561327561325
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2.0,2887.719298245614
Electronic City,1 RK,550.0,1.0,27.0,1.0,4909.090909090909
Lakshminarayana Pura,2 BHK,1200.0,2.0,83.0,2.0,6916.666666666667
Whitefield,4 BHK,2135.0,3.0,149.0,4.0,6978.922716627635
other,2 BHK,1178.0,2.0,80.0,2.0,6791.171477079796
Devarachikkanahalli,2 BHK,991.0,2.0,40.0,2.0,4036.326942482341
Gottigere,3 BHK,1493.0,2.0,90.0,3.0,6028.131279303416
Kammasandra,2 BHK,1080.0,2.0,31.99,2.0,2962.037037037037
Dasanapura,2 BHK,814.0,2.0,53.0,2.0,6511.056511056511
Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2.0,5470.85201793722
Whitefield,4 BHK,3075.0,2.0,188.0,4.0,6113.821138211382
Whitefield,3 BHK,1760.0,3.0,160.0,3.0,9090.90909090909
Hebbal,4 BHK,4235.0,5.0,364.0,4.0,8595.04132231405
KR Puram,2 BHK,1100.0,2.0,45.0,2.0,4090.909090909091
Banashankari,2 BHK,1450.0,2.0,50.75,2.0,3500.0
6th Phase JP Nagar,3 BHK,1810.0,3.0,131.0,3.0,7237.56906077348
Sector 7 HSR Layout,3 BHK,2400.0,2.0,195.0,3.0,8125.0
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2.0,6363.636363636364
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1.0,5384.615384615385
Kaikondrahalli,2 BHK,900.0,2.0,27.0,2.0,3000.0
Billekahalli,2 BHK,1360.0,2.0,110.0,2.0,8088.235294117647
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1.0,5467.359050445104
Whitefield,3 BHK,1655.0,3.0,110.0,3.0,6646.525679758308
other,2 Bedroom,1300.0,2.0,95.0,2.0,7307.692307692308
other,1 BHK,936.0,1.0,53.0,1.0,5662.393162393162
other,2 BHK,1277.0,2.0,92.0,2.0,7204.385277995301
Hormavu,2 BHK,1015.0,2.0,39.08,2.0,3850.246305418719
Budigere,2 BHK,1153.0,2.0,60.0,2.0,5203.816131830009
Kengeri,2 BHK,1035.0,2.0,51.5,2.0,4975.84541062802
KR Puram,5 BHK,3300.0,3.0,255.0,5.0,7727.272727272727
Uttarahalli,2 BHK,1150.0,2.0,46.0,2.0,4000.0
Malleshwaram,2 BHK,1020.0,2.0,80.0,2.0,7843.137254901961
