location,total_sqft,bath,price,BHK,price_per_sqft
HSR Layout,1100.0,2.0,44.0,2,4000.0
GM Palaya,1643.0,2.0,70.0,3,4260.49908703591
other,1500.0,2.0,120.0,3,8000.0
Jakkur,1291.0,2.0,75.0,2,5809.450038729667
Hennur,1150.0,3.0,80.0,3,6956.521739130435
Electronic City,1060.0,2.0,55.0,2,5188.679245283019
7th Phase JP Nagar,1575.0,2.0,110.0,3,6984.126984126984
Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
Pai Layout,3800.0,6.0,175.0,6,4605.263157894737
Haralur Road,4694.0,5.0,375.0,4,7988.922028121005
Hulimavu,1200.0,4.0,75.0,4,6250.0
Harlur,1225.0,2.0,56.0,2,4571.428571428572
Thanisandra,1056.0,2.0,75.0,2,7102.272727272727
Banashankari,1200.0,3.0,74.52,3,6210.0
Kudlu Gate,1850.0,3.0,110.0,3,5945.945945945946
other,1200.0,1.0,39.82,1,3318.333333333333
Jigani,918.0,2.0,56.0,2,6100.217864923748
other,1330.0,2.0,68.0,3,5112.7819548872185
Lakshminarayana Pura,1200.0,2.0,80.0,2,6666.666666666667
CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
Hosur Road,1345.0,2.0,106.0,2,7881.0408921933085
8th Phase JP Nagar,1510.0,2.0,80.0,2,5298.013245033113
ITPL,1500.0,3.0,61.52,3,4101.333333333333
Yelahanka,827.5,1.0,42.535,1,5140.181268882176
Vidyaranyapura,1100.0,2.0,72.0,3,6545.454545454545
other,1200.0,3.0,68.0,3,5666.666666666667
Hormavu,2282.0,4.0,115.0,4,5039.439088518843
Sarjapur,2172.0,3.0,100.0,3,4604.051565377532
other,3800.0,6.0,390.0,6,10263.157894736842
8th Phase JP Nagar,3300.0,3.0,165.0,3,5000.0
Kadugodi,1088.0,2.0,44.0,2,4044.117647058824
Sahakara Nagar,1200.0,2.0,46.0,2,3833.3333333333335
Haralur Road,1309.0,2.0,82.0,2,6264.323911382735
7th Phase JP Nagar,2100.0,3.0,200.0,3,9523.809523809525
other,880.0,1.0,90.0,2,10227.272727272728
5th Phase JP Nagar,1041.0,2.0,54.0,2,5187.319884726225
Bannerghatta,1776.0,3.0,150.0,3,8445.945945945947
other,1293.0,2.0,80.0,2,6187.161639597834
other,1280.0,2.0,68.48,2,5350.0
Thanisandra,1245.0,2.0,83.05,2,6670.682730923695
Haralur Road,1027.0,1.0,44.0,2,4284.323271665044
Yelenahalli,1200.0,2.0,46.17,2,3847.5
other,1065.0,3.0,72.0,3,6760.56338028169
Kannamangala,1814.0,3.0,129.0,3,7111.35611907387
Ramagondanahalli,1610.0,2.0,112.0,3,6956.521739130435
Kumaraswami Layout,850.0,1.0,78.0,1,9176.470588235294
other,1250.0,2.0,77.13,3,6170.4
Haralur Road,1243.0,2.0,46.0,2,3700.724054706356
other,1475.0,3.0,75.0,3,5084.745762711865
Electronic City,1353.0,2.0,75.0,2,5543.237250554324
other,2100.0,3.0,210.0,4,10000.0
Sahakara Nagar,1270.0,2.0,96.0,2,7559.055118110236
Thanisandra,2695.0,4.0,188.0,4,6975.881261595548
BTM 2nd Stage,1400.0,2.0,90.0,2,6428.571428571428
Kasavanhalli,1585.0,2.0,90.0,2,5678.233438485804
Electronic City,1128.0,2.0,67.0,2,5939.7163120567375
HSR Layout,1203.0,2.0,60.0,2,4987.5311720698255
Mallasandra,905.0,2.0,35.0,2,3867.403314917127
Hennur Road,1450.0,3.0,79.0,3,5448.275862068966
Varthur,1105.0,2.0,38.0,2,3438.914027149321
Channasandra,1200.0,2.0,46.13,2,3844.1666666666665
Dasarahalli,1333.0,2.0,78.56,2,5893.473368342085
Haralur Road,1243.0,2.0,46.0,2,3700.724054706356
Margondanahalli,1200.0,2.0,65.0,2,5416.666666666667
Whitefield,1270.0,2.0,94.0,2,7401.574803149606
Chandapura,900.0,2.0,35.0,2,3888.8888888888887
Attibele,2400.0,2.0,250.0,4,10416.666666666666
other,7000.0,6.0,560.0,6,8000.0
Bannerghatta Road,1450.0,2.0,78.0,3,5379.310344827586
Mahalakshmi Layout,1080.0,2.0,67.0,2,6203.703703703704
other,1220.0,2.0,72.0,2,5901.639344262295
Begur Road,1200.0,2.0,44.4,2,3700.0
Bommanahalli,1355.0,2.0,73.17,2,5400.0
Koramangala,1355.0,2.0,95.0,2,7011.070110701107
Electronic City,1070.0,2.0,57.0,2,5327.102803738318
CV Raman Nagar,1980.0,4.0,180.0,3,9090.90909090909
Bommasandra,842.0,2.0,30.0,2,3562.945368171021
Bannerghatta Road,700.0,1.0,31.2,1,4457.142857142857
other,1100.0,2.0,75.0,2,6818.181818181818
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
Varthur,2145.0,3.0,170.0,3,7925.407925407925
Whitefield,1220.0,2.0,89.0,2,7295.081967213115
6th Phase JP Nagar,1192.0,2.0,75.0,2,6291.946308724832
Marathahalli,1449.0,3.0,110.0,3,7591.44237405107
Ardendale,2500.0,3.0,250.0,3,10000.0
Electronic City,1700.0,3.0,90.0,3,5294.117647058823
Hebbal,1920.0,3.0,150.0,3,7812.5
other,1350.0,2.0,90.0,2,6666.666666666667
other,4800.0,5.0,350.0,4,7291.666666666667
Hoodi,1447.0,3.0,76.0,2,5252.24602626123
Kanakpura Road,1329.0,2.0,107.0,2,8051.166290443943
Sarjapur  Road,1314.0,2.0,70.44,3,5360.730593607306
other,1200.0,3.0,110.0,3,9166.666666666666
Hosa Road,1513.0,3.0,103.0,3,6807.666886979511
Vittasandra,1246.0,2.0,67.5,2,5417.335473515249
other,705.0,1.0,65.0,1,9219.85815602837
Dasarahalli,1220.0,2.0,62.0,2,5081.9672131147545
Kaval Byrasandra,1400.0,3.0,75.0,3,5357.142857142857
Kasavanhalli,1245.0,2.0,80.0,2,6425.70281124498
Gollarapalya Hosahalli,996.0,2.0,36.5,2,3664.658634538153
Yelahanka New Town,1000.0,2.0,44.0,2,4400.0
other,1250.0,2.0,75.0,2,6000.0
Thanisandra,1261.0,2.0,80.0,3,6344.171292624901
Kammasandra,982.0,2.0,25.53,2,2599.79633401222
Bommasandra,1260.0,3.0,49.36,3,3917.4603174603176
HSR Layout,1590.0,2.0,135.0,3,8490.566037735849
Horamavu Agara,1220.0,2.0,39.0,2,3196.72131147541
Green Glen Layout,1750.0,3.0,105.0,3,6000.0
Malleshwaram,1500.0,2.0,140.0,2,9333.333333333334
Varthur,1560.0,3.0,90.0,3,5769.2307692307695
Whitefield,3758.0,3.0,300.0,3,7982.969664715274
Kaggalipura,3150.0,5.0,212.0,4,6730.158730158731
Karuna Nagar,1960.0,3.0,165.0,3,8418.367346938776
JP Nagar,3200.0,5.0,309.0,4,9656.25
Yeshwanthpur,1195.0,2.0,100.0,2,8368.200836820084
Hosakerehalli,4500.0,5.0,145.0,5,3222.222222222222
other,648.0,1.0,40.0,1,6172.83950617284
Sarjapur  Road,2100.0,3.0,130.0,3,6190.476190476191
Kudlu,1027.0,2.0,44.0,2,4284.323271665044
Bommasandra,1365.0,3.0,52.82,3,3869.5970695970695
Yelahanka New Town,650.0,1.0,18.0,1,2769.230769230769
Chandapura,1200.0,2.0,52.0,3,4333.333333333333
Cooke Town,1100.0,2.0,90.0,2,8181.818181818182
Banashankari,1100.0,2.0,63.0,2,5727.272727272727
Kammasandra,1500.0,3.0,65.0,3,4333.333333333333
Vittasandra,1246.0,2.0,67.5,2,5417.335473515249
other,1480.0,3.0,75.48,3,5100.0
other,500.0,1.0,13.0,1,2600.0
Kaikondrahalli,1200.0,4.0,125.0,4,10416.666666666666
other,1180.0,2.0,65.0,2,5508.474576271186
Vittasandra,1404.0,2.0,70.0,2,4985.754985754986
Ramagondanahalli,1610.0,2.0,115.0,3,7142.857142857143
Varthur,1760.0,2.0,85.0,2,4829.545454545455
other,975.0,2.0,55.0,2,5641.025641025641
Kudlu,1110.0,2.0,46.0,2,4144.144144144144
Gunjur,1235.0,2.0,44.5,2,3603.238866396761
other,1115.0,2.0,115.0,2,10313.90134529148
Harlur,1197.0,2.0,76.0,2,6349.206349206349
Begur Road,644.0,1.0,32.0,1,4968.944099378882
Bellandur,1251.0,2.0,47.0,2,3756.994404476419
Neeladri Nagar,1105.0,2.0,30.0,2,2714.9321266968327
Hormavu,1206.0,2.0,55.0,2,4560.530679933665
Choodasandra,1560.0,3.0,78.0,3,5000.0
7th Phase JP Nagar,750.0,1.0,47.0,1,6266.666666666667
Billekahalli,1035.0,2.0,90.0,2,8695.652173913044
Sarjapur  Road,702.0,1.0,35.8,1,5099.715099715099
Attibele,1700.0,3.0,65.0,3,3823.529411764706
HRBR Layout,1145.0,2.0,68.5,2,5982.532751091703
Green Glen Layout,1885.0,3.0,135.0,3,7161.803713527852
Old Madras Road,935.0,2.0,37.77,2,4039.5721925133694
Old Madras Road,1171.0,2.0,73.0,2,6233.98804440649
Singasandra,1465.0,2.0,60.0,2,4095.563139931741
Budigere,1820.0,3.0,95.0,3,5219.780219780219
Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,4231.012658227847
Hennur Road,1445.0,2.0,89.56,3,6197.923875432526
Kothanur,1140.0,2.0,56.0,2,4912.2807017543855
Rachenahalli,2600.0,3.0,160.0,3,6153.846153846154
Jakkur,1473.0,2.0,85.0,2,5770.536320434488
Kathriguppe,1350.0,3.0,80.99,3,5999.259259259258
CV Raman Nagar,1980.0,4.0,166.0,3,8383.838383838383
Hoodi,1660.0,3.0,128.0,3,7710.843373493976
Chamrajpet,650.0,2.0,45.0,2,6923.076923076923
Neeladri Nagar,4000.0,5.0,425.0,5,10625.0
other,1495.0,3.0,90.0,3,6020.066889632107
R.T. Nagar,1080.0,2.0,48.0,2,4444.444444444444
7th Phase JP Nagar,1050.0,2.0,42.0,2,4000.0
Begur,2400.0,3.0,12.0,3,500.0
other,1200.0,2.0,75.0,4,6250.0
Uttarahalli,1000.0,2.0,39.5,2,3950.0
Kammasandra,985.0,2.0,40.5,2,4111.675126903553
BTM 2nd Stage,1200.0,2.0,70.0,2,5833.333333333333
Ambalipura,1650.0,3.0,100.0,3,6060.606060606061
Sarjapur  Road,1240.0,4.0,110.0,4,8870.967741935483
other,1000.0,2.0,60.0,2,6000.0
Ramagondanahalli,1200.0,3.0,56.1,3,4675.0
Haralur Road,1140.0,2.0,43.0,2,3771.929824561404
Nagarbhavi,1635.0,3.0,85.0,3,5198.7767584097855
HSR Layout,1120.0,2.0,70.0,2,6250.0
other,2750.0,6.0,200.0,6,7272.727272727273
Sector 7 HSR Layout,1760.0,3.0,185.0,3,10511.363636363636
Hennur Road,973.0,2.0,50.74,2,5214.799588900309
Kundalahalli,1724.0,3.0,146.0,3,8468.677494199535
Banashankari,1020.0,2.0,40.79,2,3999.019607843137
Electronic City,750.0,1.0,35.0,1,4666.666666666667
Kambipura,883.0,2.0,49.0,2,5549.263873159683
Ramagondanahalli,2787.0,5.0,220.0,4,7893.792608539648
other,1275.0,2.0,76.0,2,5960.78431372549
Kothanur,1787.0,3.0,120.0,3,6715.165081141578
8th Phase JP Nagar,1730.0,5.0,75.0,5,4335.260115606937
Sarjapur  Road,1320.0,2.0,110.0,2,8333.333333333334
other,793.0,1.0,40.0,1,5044.136191677176
GM Palaya,675.0,1.0,35.0,1,5185.185185185185
Jalahalli East,1035.0,2.0,42.5,2,4106.280193236715
Sarjapur  Road,1800.0,3.0,128.0,3,7111.111111111111
Green Glen Layout,1625.0,3.0,70.0,3,4307.692307692308
Electronic City Phase II,1125.0,2.0,32.63,2,2900.444444444445
Amruthahalli,1025.0,2.0,42.0,2,4097.5609756097565
Hennur Road,1482.0,2.0,83.73,3,5649.797570850203
other,1630.0,2.0,130.0,3,7975.460122699386
Arekere,900.0,2.0,44.5,2,4944.444444444444
Yelahanka,1355.0,2.0,75.0,3,5535.055350553505
Akshaya Nagar,1200.0,2.0,45.0,2,3750.0
other,1344.0,4.0,84.0,4,6250.0
5th Phase JP Nagar,812.0,2.0,42.0,2,5172.413793103448
Basaveshwara Nagar,1200.0,2.0,70.0,2,5833.333333333333
Marathahalli,1360.0,2.0,101.0,2,7426.470588235294
Rachenahalli,1756.0,3.0,110.0,3,6264.236902050114
Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
Anandapura,1141.0,2.0,50.0,2,4382.120946538124
Hormavu,1310.0,2.0,67.0,2,5114.503816793893
other,1356.0,5.0,139.0,5,10250.737463126845
Gubbalala,1745.0,3.0,140.0,3,8022.922636103151
KR Puram,1200.0,5.0,125.0,5,10416.666666666666
Raja Rajeshwari Nagar,1050.0,2.0,37.0,2,3523.809523809524
Electronic City Phase II,1140.0,2.0,34.0,2,2982.4561403508774
Varthur,1210.0,2.0,54.0,2,4462.809917355372
Kasavanhalli,2035.0,3.0,142.0,3,6977.886977886978
Sarjapur,633.0,1.0,17.09,1,2699.8420221169035
Amruthahalli,485.0,1.0,19.5,1,4020.618556701031
Varthur,1112.0,2.0,40.0,2,3597.122302158273
other,1200.0,2.0,82.0,2,6833.333333333333
Sarjapur  Road,2275.0,4.0,187.0,3,8219.78021978022
other,1419.0,3.0,85.0,3,5990.133897110642
Kundalahalli,1047.0,2.0,91.0,2,8691.499522445081
Thanisandra,1884.0,4.0,117.0,3,6210.191082802548
Bannerghatta Road,905.0,2.0,58.0,2,6408.839779005525
JP Nagar,1500.0,2.0,108.0,3,7200.0
other,850.0,1.0,50.0,1,5882.35294117647
Bommasandra Industrial Area,1125.0,2.0,32.49,2,2888.0
Tindlu,1165.0,2.0,59.8,2,5133.0472103004295
other,933.0,2.0,55.0,2,5894.962486602358
Hennur Road,1305.0,2.0,77.0,3,5900.383141762452
Billekahalli,1125.0,2.0,65.0,2,5777.777777777777
Kalyan nagar,8840.0,2.0,300.0,2,3393.665158371041
other,1145.0,2.0,60.0,3,5240.174672489083
Hosa Road,625.0,1.0,43.68,1,6988.8
Kundalahalli,1724.0,3.0,128.0,3,7424.593967517401
other,823.0,2.0,80.0,2,9720.534629404618
7th Phase JP Nagar,990.0,2.0,50.0,2,5050.50505050505
Kothanur,1185.0,2.0,59.0,2,4978.9029535864975
Kadubeesanahalli,1140.0,2.0,78.0,2,6842.105263157895
Ambedkar Nagar,1950.0,4.0,120.0,3,6153.846153846154
Yelahanka,1756.0,3.0,125.0,3,7118.451025056947
Chandapura,520.0,1.0,14.04,1,2700.0
Whitefield,1216.0,2.0,72.0,2,5921.052631578948
Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
Sarjapur  Road,3335.0,4.0,300.0,4,8995.502248875562
Kodichikkanahalli,2700.0,4.0,125.0,5,4629.62962962963
Begur,1411.0,2.0,60.0,3,4252.303330970943
Bannerghatta,1320.0,2.0,50.0,2,3787.878787878788
Kalena Agrahara,1804.0,3.0,155.0,3,8592.017738359202
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
Banjara Layout,1200.0,4.0,105.0,4,8750.0
Hebbal,2375.0,4.0,189.0,4,7957.894736842105
other,1750.0,3.0,120.0,3,6857.142857142857
TC Palaya,1152.0,2.0,55.0,2,4774.305555555556
Lingadheeranahalli,1684.0,3.0,120.0,3,7125.890736342043
Panathur,1075.0,2.0,60.0,2,5581.395348837209
Hebbal,1420.0,2.0,99.26,2,6990.140845070423
other,750.0,2.0,40.0,2,5333.333333333333
Domlur,1850.0,3.0,180.0,3,9729.72972972973
other,2150.0,3.0,170.0,3,7906.976744186047
5th Block Hbr Layout,5100.0,5.0,300.0,6,5882.35294117647
Kadugodi,1875.0,2.0,110.0,3,5866.666666666667
Hulimavu,1260.0,2.0,82.0,3,6507.936507936508
Kengeri,2500.0,4.0,100.0,5,4000.0
Begur Road,1241.0,2.0,64.0,2,5157.13134568896
Electronic City,1070.0,2.0,60.0,2,5607.476635514019
Begur,815.0,2.0,40.0,2,4907.9754601227
Varthur,1740.0,4.0,175.0,4,10057.471264367816
ITPL,5667.5,5.0,300.0,4,5293.33921482135
Sarjapur  Road,1216.0,2.0,70.0,2,5756.578947368421
other,2200.0,2.0,190.0,3,8636.363636363636
Marathahalli,1026.0,2.0,50.18,2,4890.83820662768
Hulimavu,450.0,1.0,20.0,1,4444.444444444444
KR Puram,1205.0,2.0,45.79,2,3800.0
other,1368.0,2.0,87.0,2,6359.649122807017
Anekal,420.0,1.0,12.5,1,2976.190476190476
Doddakallasandra,1270.0,2.0,42.0,2,3307.086614173229
Anekal,614.0,1.0,28.0,2,4560.260586319218
Margondanahalli,1050.0,2.0,58.0,2,5523.809523809524
other,1507.0,3.0,80.0,3,5308.560053085601
other,1200.0,3.0,70.0,3,5833.333333333333
Poorna Pragna Layout,960.0,2.0,50.0,2,5208.333333333333
NGR Layout,1021.0,2.0,46.0,2,4505.386875612145
Hegde Nagar,2162.03,4.0,129.0,3,5966.614709324107
Channasandra,1065.0,2.0,36.0,2,3380.281690140845
Attibele,400.0,1.0,10.25,1,2562.5
other,1175.0,2.0,83.0,2,7063.829787234043
Sanjay nagar,1050.0,2.0,59.0,2,5619.047619047619
Indira Nagar,1650.0,3.0,150.0,3,9090.90909090909
KR Puram,1827.0,3.0,97.0,3,5309.250136836344
Thanisandra,1930.0,4.0,122.0,3,6321.243523316062
Mysore Road,883.0,2.0,37.0,2,4190.260475651189
Kengeri,550.0,1.0,16.75,1,3045.454545454545
Raja Rajeshwari Nagar,1021.0,3.0,59.0,3,5778.648383937317
other,1200.0,4.0,99.0,5,8250.0
Nagarbhavi,1400.0,2.0,135.0,3,9642.857142857143
Doddaballapur,2400.0,3.0,200.0,4,8333.333333333334
Munnekollal,1200.0,2.0,57.9,3,4825.0
JP Nagar,1520.0,3.0,125.0,3,8223.684210526315
Thanisandra,777.0,1.0,38.46,1,4949.80694980695
EPIP Zone,2710.0,3.0,177.0,3,6531.365313653137
Kenchenahalli,1150.0,2.0,57.0,2,4956.521739130435
Mahalakshmi Layout,1200.0,2.0,110.0,3,9166.666666666666
Hebbal,1252.0,2.0,92.0,2,7348.242811501597
Marathahalli,1270.0,2.0,80.0,2,6299.212598425197
Tumkur Road,992.0,2.0,70.0,2,7056.451612903225
other,800.0,2.0,60.0,3,7500.0
other,1400.0,3.0,98.0,3,7000.0
Murugeshpalya,1344.0,2.0,56.0,3,4166.666666666667
Whitefield,5400.0,5.0,475.0,4,8796.296296296296
Whitefield,1396.0,3.0,74.0,3,5300.859598853868
Garudachar Palya,1610.0,2.0,119.0,3,7391.304347826087
Tindlu,1050.0,2.0,55.0,2,5238.095238095239
Ramamurthy Nagar,1050.0,2.0,37.8,2,3599.9999999999995
Kumaraswami Layout,1310.0,2.0,85.0,3,6488.5496183206105
Yelahanka,1104.0,2.0,58.0,2,5253.623188405797
Hennur Road,1165.0,2.0,67.0,2,5751.07296137339
Kudlu,1027.0,2.0,44.0,2,4284.323271665044
Hormavu,1310.0,2.0,60.0,2,4580.152671755725
Varthur,986.0,2.0,31.0,2,3144.0162271805275
Banashankari Stage III,1350.0,1.0,145.0,1,10740.74074074074
Akshaya Nagar,1893.0,4.0,95.0,3,5018.489170628632
Gollarapalya Hosahalli,1318.0,3.0,56.0,3,4248.86191198786
Kereguddadahalli,800.0,2.0,33.0,2,4125.0
Jalahalli East,1010.0,2.0,52.0,2,5148.514851485149
Banashankari,1260.0,2.0,75.0,2,5952.380952380952
other,1520.0,3.0,165.0,3,10855.263157894737
Harlur,1197.0,2.0,75.0,2,6265.664160401003
Thanisandra,1241.0,2.0,68.0,3,5479.45205479452
Kasavanhalli,1747.0,3.0,110.0,3,6296.508299942759
Hennur Road,980.0,2.0,51.0,2,5204.081632653061
Dasanapura,966.0,2.0,58.0,2,6004.140786749483
other,2360.0,3.0,185.0,4,7838.983050847458
Sarjapur  Road,1112.0,2.0,62.0,2,5575.539568345324
other,1760.0,3.0,90.0,3,5113.636363636364
Hennur,1830.0,2.0,113.0,3,6174.863387978142
Yelahanka,1175.0,2.0,67.77,2,5767.659574468085
Horamavu Banaswadi,1025.0,2.0,45.0,2,4390.243902439024
Hennur Road,1232.0,2.0,80.0,2,6493.506493506494
5th Phase JP Nagar,1010.0,2.0,57.0,2,5643.564356435643
Battarahalli,1590.0,2.0,102.0,2,6415.094339622641
other,1100.0,2.0,58.5,2,5318.181818181818
Electronic City Phase II,1252.0,2.0,65.0,3,5191.693290734825
Yelahanka,1322.0,2.0,77.9,2,5892.586989409986
7th Phase JP Nagar,1000.0,1.0,60.0,1,6000.0
Harlur,1755.0,3.0,117.0,3,6666.666666666667
Electronic City Phase II,1135.0,2.0,46.0,2,4052.863436123348
Electronic City,1200.0,4.0,125.0,4,10416.666666666666
Nagavarapalya,1260.0,2.0,85.5,2,6785.714285714285
other,1200.0,6.0,110.0,5,9166.666666666666
Electronic City Phase II,1305.0,3.0,65.0,3,4980.842911877395
Uttarahalli,1125.0,1.0,45.0,2,4000.0
KR Puram,1075.0,2.0,32.25,2,3000.0
Thanisandra,2999.97,6.0,110.0,6,3666.703333700004
Kadugodi,1150.0,2.0,42.0,2,3652.1739130434794
Hennur Road,1085.0,2.0,43.4,2,4000.0
Hebbal Kempapura,1785.0,3.0,165.0,3,9243.697478991597
Thanisandra,1930.0,4.0,120.0,3,6217.616580310881
other,800.0,1.0,45.0,2,5625.0
Kumaraswami Layout,2450.0,3.0,110.0,4,4489.7959183673465
other,1200.0,4.0,120.0,4,10000.0
Bannerghatta Road,1920.0,3.0,122.0,3,6354.166666666667
Kothannur,1085.0,2.0,34.2,2,3152.0737327188945
Thanisandra,760.0,1.0,50.4,1,6631.578947368421
Sahakara Nagar,1201.0,2.0,80.0,2,6661.1157368859285
Electronic City,1615.0,3.0,97.0,3,6006.1919504643965
HSR Layout,1289.0,2.0,70.0,2,5430.566330488751
Kasavanhalli,1377.0,2.0,80.0,2,5809.731299927378
other,1892.0,3.0,200.0,3,10570.824524312897
Thanisandra,663.0,1.0,32.82,1,4950.226244343891
Talaghattapura,3554.0,4.0,340.0,3,9566.685424873382
other,1050.0,2.0,65.0,2,6190.476190476191
Seegehalli,1176.0,2.0,50.0,2,4251.700680272109
Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
Parappana Agrahara,1194.0,2.0,46.0,2,3852.596314907873
NRI Layout,2400.0,2.0,125.0,2,5208.333333333333
Thanisandra,3671.0,4.0,220.0,4,5992.917461182239
Hoodi,2144.0,3.0,140.0,3,6529.850746268657
Hoskote,1065.0,2.0,33.75,2,3169.0140845070423
Uttarahalli,1160.0,2.0,40.58,2,3498.2758620689656
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
2nd Phase Judicial Layout,1681.0,3.0,69.0,3,4104.699583581201
Bommasandra Industrial Area,1130.0,2.0,32.64,2,2888.495575221239
Iblur Village,3633.0,5.0,335.0,4,9221.029452243323
Bommasandra Industrial Area,1065.0,2.0,30.75,2,2887.323943661972
R.T. Nagar,1500.0,2.0,45.0,2,3000.0
Panathur,1210.0,2.0,69.0,2,5702.479338842975
TC Palaya,1126.0,2.0,39.4,2,3499.11190053286
Rayasandra,1357.0,2.0,59.0,3,4347.826086956522
Hennur Road,950.0,2.0,55.0,2,5789.473684210527
Bellandur,960.0,2.0,48.0,2,5000.0
other,1625.0,3.0,92.0,3,5661.538461538462
Kaggalipura,2200.0,4.0,150.0,3,6818.181818181818
Ambalipura,1607.0,2.0,112.0,3,6969.508400746733
Cooke Town,2300.0,3.0,250.0,3,10869.565217391304
Yeshwanthpur,2500.0,5.0,185.0,6,7400.0
Bellandur,1690.0,2.0,116.0,3,6863.905325443787
other,1269.0,2.0,97.0,2,7643.81402679275
Haralur Road,1243.0,2.0,46.0,2,3700.724054706356
Electronic City Phase II,1165.0,2.0,33.64,2,2887.5536480686696
BTM Layout,1196.0,2.0,56.81,2,4750.0
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
Old Madras Road,1630.0,3.0,110.0,3,6748.466257668712
Chikkabanavar,1067.0,2.0,38.0,2,3561.3870665417057
Kanakpura Road,1299.0,2.0,89.63,2,6899.923017705928
Panathur,1343.0,2.0,76.0,2,5658.972449739389
Lingadheeranahalli,2236.0,4.0,153.0,4,6842.57602862254
Domlur,2955.0,3.0,235.0,3,7952.622673434857
Balagere,1205.0,2.0,79.0,2,6556.016597510374
other,1270.0,2.0,95.25,3,7500.0
other,1353.0,2.0,110.0,3,8130.081300813008
other,1200.0,2.0,68.0,2,5666.666666666667
other,1250.0,2.0,70.0,3,5600.0
Sarjapur  Road,1157.0,2.0,69.0,3,5963.699222126188
Kanakapura,825.0,1.0,35.475,1,4300.0
Yelahanka,602.0,1.0,33.0,1,5481.72757475083
Hoodi,1108.0,2.0,66.46,2,5998.194945848375
other,1040.0,2.0,68.0,2,6538.461538461538
Sarjapur,1451.0,2.0,87.0,2,5995.864920744314
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
Kanakpura Road,850.0,1.0,37.32,1,4390.588235294118
Kudlu,720.0,1.0,33.0,1,4583.333333333333
Thanisandra,1573.0,3.0,115.0,3,7310.870947234584
Sarjapur  Road,1026.0,2.0,60.8,2,5925.925925925926
CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
Banashankari Stage III,2100.0,3.0,147.0,4,7000.0
Raja Rajeshwari Nagar,1500.0,3.0,88.0,3,5866.666666666667
Kothanur,1790.0,3.0,105.0,3,5865.921787709497
Ramagondanahalli,1125.0,2.0,75.0,2,6666.666666666667
Hennur,1830.5,3.0,84.205,3,4600.109259765091
Marathahalli,1100.0,2.0,50.0,2,4545.454545454545
Banaswadi,1105.0,2.0,57.0,2,5158.371040723982
Dasanapura,708.0,1.0,41.0,1,5790.960451977401
Kudlu,1027.0,2.0,44.0,2,4284.323271665044
other,1600.0,3.0,100.0,3,6250.0
other,540.0,1.0,22.0,1,4074.074074074074
Dasarahalli,1200.0,2.0,42.0,2,3500.0
Kalena Agrahara,1837.0,2.0,95.0,3,5171.475231355471
Balagere,1012.0,2.0,68.0,2,6719.367588932806
other,1950.2,3.0,193.0,3,9896.420879909752
Harlur,1197.0,2.0,79.9,2,6675.020885547202
BTM 2nd Stage,1100.0,2.0,47.0,2,4272.727272727273
Hebbal Kempapura,3729.0,4.0,384.0,4,10297.666934835075
Sarjapur  Road,1600.0,3.0,120.0,3,7500.0
Green Glen Layout,1715.0,3.0,120.0,3,6997.084548104956
Bannerghatta Road,2400.0,4.0,180.0,4,7500.0
Ramagondanahalli,1151.0,2.0,42.5,2,3692.44135534318
Uttarahalli,1123.0,2.0,60.0,2,5342.831700801425
Yelahanka,1315.0,2.0,77.0,2,5855.513307984791
R.T. Nagar,1325.0,2.0,52.0,2,3924.5283018867926
Jakkur,1660.0,3.0,104.0,3,6265.060240963855
Kodichikkanahalli,1299.0,2.0,58.0,2,4464.973056197075
Haralur Road,953.0,2.0,90.0,2,9443.86149003148
Gunjur,1457.0,2.0,60.0,2,4118.050789293068
Varthur,1000.0,1.0,65.0,2,6500.0
Mallasandra,1100.0,2.0,76.3,3,6936.363636363636
Iblur Village,5515.0,6.0,425.0,5,7706.255666364461
Bellandur,950.0,1.0,40.0,1,4210.526315789473
other,1013.0,2.0,60.0,2,5923.000987166831
Hennur Road,1140.0,2.0,56.0,2,4912.2807017543855
other,2100.0,3.0,220.0,3,10476.190476190475
other,1625.0,3.0,95.0,3,5846.153846153846
Lakshminarayana Pura,1615.0,3.0,150.0,3,9287.925696594428
Kalena Agrahara,1180.0,2.0,85.0,2,7203.389830508475
Nagasandra,1500.0,2.0,91.0,2,6066.666666666667
Bellandur,850.0,2.0,45.0,2,5294.117647058823
Kothanur,1130.0,2.0,55.0,2,4867.256637168141
CV Raman Nagar,907.0,2.0,38.0,2,4189.636163175303
HRBR Layout,1300.0,2.0,90.0,2,6923.076923076923
Hennur Road,1891.0,3.0,110.0,3,5817.028027498678
other,1600.0,5.0,140.0,5,8750.0
